,listing_id,date,rent,bedrooms,bathrooms,sqft,rent_sqft,fips_block,state,region,mpo_id,lng,lat,cars_tot,children_tot,persons_tot,workers_tot,age_of_head_med,income_med,hhs_tot,race_of_head_1,race_of_head_2,race_of_head_3,race_of_head_4,race_of_head_5,race_of_head_6,race_of_head_7,race_of_head_8,race_of_head_9,recent_mover_0,recent_mover_1,tenure_1,tenure_2
68361,6022860294,2017-02-27,2072.0,1.0,1.0,720.0,2.8777777777777795,60014419261001,CA,sfbay,6197001.0,-121.979616,37.543818,1389.0,664.0,2276.0,940.0,43.0,57000.0,820.0,249.0,82.0,16.0,1.0,3.0,301.0,7.0,100.0,61.0,535.0,285.0,145.0,675.0
68453,6022791182,2017-02-27,2657.0,2.0,2.0,975.0,2.72512820512821,60014426021005,CA,sfbay,6197001.0,-121.999851,37.554409,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
68578,6022434756,2017-02-27,2525.0,1.0,1.0,830.0,3.0421686746987997,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
68590,6022399551,2017-02-27,2950.0,2.0,2.0,999.0,2.95295295295295,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
68598,6022425845,2017-02-27,2295.0,0.0,1.0,545.0,4.21100917431193,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
68621,6022433252,2017-02-27,2515.0,1.0,1.0,688.0,3.65552325581395,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
68651,6022370290,2017-02-27,2510.0,1.0,1.0,671.0,3.7406855439642297,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
68658,6022395016,2017-02-27,2700.0,5.0,3.0,2750.0,0.981818181818182,60770052063206,CA,sfbay,6196800.0,-121.5397,37.7695,8222.0,4043.0,11864.0,4902.0,46.0,92000.0,3476.0,1412.0,362.0,47.0,1.0,19.0,839.0,46.0,407.0,343.0,2601.0,875.0,2661.0,815.0
68693,6022440821,2017-02-27,3315.0,2.0,2.0,1025.0,3.2341463414634104,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
68700,6022432199,2017-02-27,1635.0,1.0,1.0,591.0,2.7664974619289304,60014423012005,CA,sfbay,6197001.0,-121.96137,37.530035999999996,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
68718,6022460855,2017-02-27,2350.0,2.0,1.0,808.0,2.9084158415841603,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
68771,6022737951,2017-02-27,3240.0,1.0,1.0,1072.0,3.0223880597014903,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
68852,6022723465,2017-02-27,3070.0,2.0,2.0,991.0,3.0978809283552002,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
68870,6022727737,2017-02-27,2835.0,1.0,1.0,914.0,3.1017505470459503,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
68884,6022720177,2017-02-27,4050.0,4.0,2.5,1828.0,2.21553610503282,60855050093003,CA,sfbay,6197001.0,-121.95821299999999,37.412826,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
68890,6022717787,2017-02-27,2710.0,1.0,1.0,878.0,3.08656036446469,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
68919,6022669776,2017-02-27,1250.0,0.0,1.0,441.0,2.8344671201814102,60133451121000,CA,sfbay,6197001.0,-121.92163500000001,37.767322,2364.0,1142.0,3338.0,1530.0,47.0,136650.0,1138.0,755.0,26.0,1.0,1.0,1.0,303.0,3.0,18.0,30.0,847.0,291.0,736.0,402.0
68990,6022699328,2017-02-27,2415.0,2.0,1.0,985.0,2.45177664974619,60014426021005,CA,sfbay,6197001.0,-121.999851,37.554409,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
69075,6022646869,2017-02-27,2500.0,1.0,1.0,786.0,3.18066157760814,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
69095,6022640506,2017-02-27,2565.0,1.0,1.0,740.0,3.4662162162162202,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
69100,6022637643,2017-02-27,3190.0,2.0,2.0,1072.0,2.97574626865672,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
69101,6022637474,2017-02-27,2537.0,1.0,1.0,723.0,3.50899031811895,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
69129,6022522294,2017-02-27,2795.0,2.0,1.5,1050.0,2.6619047619047596,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
69139,6008149080,2017-02-27,1775.0,2.0,1.0,750.0,2.36666666666667,60014416023008,CA,sfbay,6197001.0,-122.02008400000001,37.550121999999995,1841.0,883.0,2987.0,1145.0,46.0,65000.0,926.0,353.0,93.0,29.0,1.0,3.0,171.0,14.0,176.0,86.0,654.0,272.0,403.0,523.0
69144,6022497379,2017-02-27,1700.0,2.0,1.5,1124.0,1.51245551601423,60133660023019,CA,sfbay,6197001.0,-122.35507,37.967675,1465.0,651.0,2537.0,1042.0,51.0,44000.0,725.0,359.0,120.0,2.0,1.0,1.0,140.0,1.0,79.0,22.0,586.0,139.0,390.0,335.0
69196,6001260117,2017-02-27,2600.0,2.0,2.0,1053.0,2.46913580246914,60014419251016,CA,sfbay,6197001.0,-121.969249,37.556979,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
69292,6022473305,2017-02-27,2108.0,1.0,1.0,730.0,2.8876712328767096,60014426021005,CA,sfbay,6197001.0,-121.999851,37.554409,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
69329,6022602276,2017-02-27,1995.0,1.0,1.0,708.0,2.81779661016949,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
69332,6022601398,2017-02-27,2789.0,2.0,1.0,982.0,2.84012219959267,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
69369,6022624492,2017-02-27,2694.0,1.0,1.0,877.0,3.07183580387685,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
69436,6022580402,2017-02-27,2749.0,2.0,2.0,1039.0,2.64581328200192,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
69459,6022574065,2017-02-27,2319.0,2.0,2.0,1091.0,2.12557286892759,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
69631,6023393343,2017-02-28,2070.0,2.0,2.0,1100.0,1.8818181818181798,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
69708,6023420511,2017-02-28,2442.0,1.0,1.0,735.0,3.3224489795918397,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
69716,6023434549,2017-02-28,1995.0,1.0,1.0,730.0,2.7328767123287703,60014423012005,CA,sfbay,6197001.0,-121.96077,37.530936,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
69732,6023361854,2017-02-28,1950.0,1.0,1.0,527.0,3.7001897533206805,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
69736,6023355933,2017-02-28,2895.0,3.0,2.0,1262.0,2.2939778129952497,60014426012020,CA,sfbay,6197001.0,-121.998772,37.541636,1833.0,525.0,2215.0,902.0,55.5,79600.0,866.0,572.0,52.0,16.0,2.0,3.0,156.0,9.0,25.0,31.0,786.0,80.0,552.0,314.0
69789,6023537834,2017-02-28,2619.0,2.0,2.0,1066.0,2.45684803001876,60014414022010,CA,sfbay,6197001.0,-122.04286,37.576801,1354.0,531.0,1900.0,737.0,49.0,90000.0,629.0,248.0,13.0,5.0,1.0,1.0,311.0,6.0,18.0,26.0,522.0,107.0,429.0,200.0
69793,6023535794,2017-02-28,1795.0,1.0,1.0,630.0,2.8492063492063497,60014412001021,CA,sfbay,6197001.0,-121.99403799999999,37.580085,2302.0,847.0,3052.0,1385.0,45.0,60000.0,1082.0,588.0,71.0,19.0,2.0,4.0,154.0,11.0,152.0,81.0,692.0,390.0,351.0,731.0
69832,6023541704,2017-02-28,2243.0,2.0,1.0,785.0,2.85732484076433,60014416023015,CA,sfbay,6197001.0,-122.020572,37.549535999999996,1841.0,883.0,2987.0,1145.0,46.0,65000.0,926.0,353.0,93.0,29.0,1.0,3.0,171.0,14.0,176.0,86.0,654.0,272.0,403.0,523.0
69834,6023541144,2017-02-28,1846.0,1.0,1.0,625.0,2.9536,60014416023015,CA,sfbay,6197001.0,-122.020572,37.549535999999996,1841.0,883.0,2987.0,1145.0,46.0,65000.0,926.0,353.0,93.0,29.0,1.0,3.0,171.0,14.0,176.0,86.0,654.0,272.0,403.0,523.0
69844,6023543643,2017-02-28,2568.0,3.0,2.0,994.0,2.58350100603622,60014416023015,CA,sfbay,6197001.0,-122.020572,37.549535999999996,1841.0,883.0,2987.0,1145.0,46.0,65000.0,926.0,353.0,93.0,29.0,1.0,3.0,171.0,14.0,176.0,86.0,654.0,272.0,403.0,523.0
69897,6023473282,2017-02-28,2765.0,1.0,1.0,702.0,3.9387464387464397,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
69900,6023493098,2017-02-28,2177.0,1.0,1.0,640.0,3.4015625,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
69955,6023463469,2017-02-28,2495.0,1.0,1.0,688.0,3.62645348837209,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
69992,6023454598,2017-02-28,3275.0,2.0,2.0,1108.0,2.9557761732852,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
70049,6023709335,2017-02-28,2527.0,1.0,1.0,723.0,3.4951590594744104,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
70067,6023727846,2017-02-28,3200.0,3.0,2.0,1250.0,2.56,60855057003010,CA,sfbay,6197001.0,-121.939619,37.341857,1280.0,447.0,1888.0,854.0,43.0,73800.0,647.0,403.0,88.0,4.0,2.0,7.0,55.0,6.0,42.0,40.0,363.0,284.0,239.0,408.0
70079,6023724094,2017-02-28,2591.0,1.0,1.0,798.0,3.2468671679198,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
70101,6023695940,2017-02-28,2754.0,2.0,2.0,1039.0,2.65062560153994,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
70122,6023689263,2017-02-28,2155.0,1.0,1.0,668.0,3.22604790419162,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
70138,6023685378,2017-02-28,2632.0,1.0,1.0,925.0,2.84540540540541,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
70177,6023652104,2017-02-28,3200.0,3.0,2.5,1488.0,2.1505376344086002,60133551143036,CA,sfbay,6197001.0,-121.92475900000001,37.790745,5199.0,2023.0,6692.0,3288.0,49.0,149000.0,2204.0,1113.0,48.0,3.0,1.0,1.0,926.0,7.0,39.0,66.0,1884.0,320.0,1886.0,318.0
70181,6023672630,2017-02-28,2789.0,2.0,2.0,982.0,2.84012219959267,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
70234,6023657416,2017-02-28,2875.0,2.0,2.0,1184.0,2.42820945945946,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
70322,6023630627,2017-02-28,2567.0,1.0,1.0,885.0,2.90056497175141,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
70330,6023642461,2017-02-28,2495.0,1.0,1.0,786.0,3.17430025445293,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
70758,6023881343,2017-02-28,2495.0,1.0,1.0,741.0,3.3670715249662595,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
70759,6023892822,2017-02-28,3520.0,2.0,2.0,1040.0,3.38461538461538,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
70761,6023892355,2017-02-28,2549.0,2.0,2.0,870.0,2.92988505747126,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
70793,6023877175,2017-02-28,2640.0,1.0,1.0,740.0,3.5675675675675698,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
70802,6023873524,2017-02-28,3955.0,3.0,2.0,1332.0,2.9692192192192204,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
70803,6023872442,2017-02-28,2380.0,1.0,1.0,697.0,3.41463414634146,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
70830,6023861078,2017-02-28,2319.0,2.0,1.0,844.0,2.7476303317535495,60014414022010,CA,sfbay,6197001.0,-122.04286,37.576801,1354.0,531.0,1900.0,737.0,49.0,90000.0,629.0,248.0,13.0,5.0,1.0,1.0,311.0,6.0,18.0,26.0,522.0,107.0,429.0,200.0
70863,6023845654,2017-02-28,2129.0,1.0,1.0,730.0,2.9164383561643796,60014426021005,CA,sfbay,6197001.0,-121.999851,37.554409,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
70979,6023945681,2017-02-28,2431.0,2.0,2.0,1140.0,2.13245614035088,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
71012,6023937085,2017-02-28,2813.0,2.0,2.0,1000.0,2.813,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
71073,6024060732,2017-02-28,3955.0,3.0,2.0,1332.0,2.9692192192192204,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
71081,6024057742,2017-02-28,3240.0,1.0,1.0,1072.0,3.0223880597014903,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
71118,6024046684,2017-02-28,2495.0,1.0,1.0,786.0,3.17430025445293,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
71134,6016930409,2017-02-28,2475.0,2.0,2.0,1200.0,2.0625,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
71138,6024039541,2017-02-28,2395.0,2.0,2.0,945.0,2.53439153439153,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
71150,6024032548,2017-02-28,2789.0,2.0,2.0,982.0,2.84012219959267,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
71181,6024023979,2017-02-28,2997.0,2.0,2.0,1184.0,2.53125,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
71190,6024019961,2017-02-28,2350.0,2.0,1.5,945.0,2.48677248677249,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
71222,6024137496,2017-02-28,2545.0,1.0,1.0,740.0,3.4391891891891895,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
71308,6024105836,2017-02-28,2591.0,1.0,1.0,798.0,3.2468671679198,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
71319,6024102427,2017-02-28,2380.0,3.0,2.5,2136.0,1.11423220973783,60770052063148,CA,sfbay,6196800.0,-121.545181,37.775218,8222.0,4043.0,11864.0,4902.0,46.0,92000.0,3476.0,1412.0,362.0,47.0,1.0,19.0,839.0,46.0,407.0,343.0,2601.0,875.0,2661.0,815.0
71330,6024098164,2017-02-28,2527.0,1.0,1.0,723.0,3.4951590594744104,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
71347,6024093223,2017-02-28,2754.0,2.0,2.0,1039.0,2.65062560153994,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
71378,6024193409,2017-02-28,2525.0,1.0,1.0,830.0,3.0421686746987997,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
71419,6024167230,2017-02-28,2805.0,1.0,1.0,914.0,3.0689277899343503,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
71477,6024159696,2017-02-28,2680.0,1.0,1.0,749.0,3.5781041388518,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
71584,6024224327,2017-02-28,2282.0,1.0,1.0,720.0,3.16944444444444,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
71600,6024220054,2017-02-28,2100.0,1.0,1.0,565.0,3.71681415929204,60014419261001,CA,sfbay,6197001.0,-121.979616,37.543818,1389.0,664.0,2276.0,940.0,43.0,57000.0,820.0,249.0,82.0,16.0,1.0,3.0,301.0,7.0,100.0,61.0,535.0,285.0,145.0,675.0
71619,6024272366,2017-02-28,2706.0,1.0,1.0,1001.0,2.7032967032967,60855050093000,CA,sfbay,6197001.0,-121.954594,37.41536,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
71625,6024272717,2017-02-28,2436.0,1.0,1.0,637.0,3.82417582417582,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
